Timestamp;SPCapacityTotal;SPCapacityInUse;SPCapacityAvailable;SPCapacityInMaintenance;SPCheckSum;DPCapacityTotal;DPCapacityInUse;DPCapacityAvailable;DPCapacityInMaintenance;DPCheckSum
2017-11-01 07:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 08:00:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 08:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 09:00:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 09:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 10:00:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 10:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 11:00:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 11:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 12:00:01;103;63;35;5;0;29;11;14;4;0
2017-11-01 12:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 13:00:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 13:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 14:00:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 14:30:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 15:00:02;103;63;35;5;0;29;11;14;4;0
2017-11-01 15:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-01 16:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 16:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 17:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 17:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-01 18:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 18:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 19:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 19:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 20:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 20:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-01 21:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 21:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 22:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 22:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-01 23:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-01 23:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 00:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 00:30:04;102;63;35;4;0;29;11;14;4;0
2017-11-02 01:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 01:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 02:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 02:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 03:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 03:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 04:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 04:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 05:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 05:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 06:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 06:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 07:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 07:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 08:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 08:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 09:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 09:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 10:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-02 10:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 11:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-02 11:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 12:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 12:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-02 13:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 13:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 14:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-02 14:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 15:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 15:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 16:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-02 16:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 17:00:05;102;63;35;4;0;29;11;14;4;0
2017-11-02 17:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-02 18:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 18:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-02 19:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 19:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 20:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 20:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 21:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 21:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 22:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-02 22:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-02 23:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-02 23:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 00:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 00:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 01:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 01:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 02:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 02:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 03:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-03 03:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 04:00:05;102;63;35;4;0;29;11;14;4;0
2017-11-03 04:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 05:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-03 05:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 06:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 06:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 07:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 07:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 08:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 08:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 09:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 09:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 10:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 10:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-03 11:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 11:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 12:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 12:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 13:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-03 13:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 14:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 14:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 15:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 15:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 16:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 16:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-03 17:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 17:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 18:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 18:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 19:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 19:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 20:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 20:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 21:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 21:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 22:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-03 22:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-03 23:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-03 23:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 00:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 00:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-04 01:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 01:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-04 02:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 02:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 03:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 03:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 04:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 04:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 05:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 05:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 06:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 06:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-04 07:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 07:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 08:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 08:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 09:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 09:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 10:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 10:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-04 11:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 11:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 12:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-04 12:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 13:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 13:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 14:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 14:30:04;102;63;35;4;0;29;11;14;4;0
2017-11-04 15:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 15:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 16:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-04 16:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 17:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 17:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 18:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-04 18:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 19:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 19:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 20:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-04 20:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 21:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 21:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 22:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 22:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 23:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-04 23:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 00:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-05 00:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 01:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 01:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 02:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 02:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 03:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 03:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 04:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-05 04:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 05:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 05:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 06:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-05 06:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 07:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 07:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 08:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 08:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-05 09:00:31;102;63;35;4;0;29;11;14;4;0
2017-11-05 09:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-05 10:00:28;102;63;35;4;0;29;11;14;4;0
2017-11-05 10:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 11:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 11:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 12:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 12:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 13:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 13:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 14:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 14:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 15:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 15:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 16:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 16:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 17:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 17:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 18:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-05 18:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 19:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-05 19:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 20:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-05 20:30:03;102;63;35;4;0;29;11;14;4;0
2017-11-05 21:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 21:04:04;102;63;35;4;0;29;11;14;4;0
2017-11-05 21:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 22:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 22:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 23:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-05 23:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 00:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 00:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 01:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 01:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 02:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 02:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 03:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 03:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 04:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 04:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 05:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 05:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 06:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 06:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 07:00:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 07:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 08:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 08:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 09:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 09:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 10:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 10:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 11:00:03;102;63;35;4;0;29;11;14;4;0
2017-11-06 11:30:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 12:00:02;102;63;35;4;0;29;11;14;4;0
2017-11-06 12:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 13:00:04;102;63;35;4;0;29;11;14;4;0
2017-11-06 13:30:01;102;63;35;4;0;29;11;14;4;0
2017-11-06 14:00:02;102;63;35;4;0;29;11;14;4;0
